category,label_id,image_path,feature_mean,feature_std,feature_min,feature_max,feature_median,pca_component_1,pca_component_2,pca_component_3,pca_component_4,pca_component_5,pca_component_6,pca_component_7,pca_component_8,pca_component_9,pca_component_10
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0067_0_2878.jpg,0.45581156,0.64331084,0.0,3.5885756,0.15750752,-0.9591955,-1.0631114,-1.0463752,-0.13845587,7.0668645,1.9735227,5.009119,-0.6510774,-2.0528307,1.226725
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0067_0_388.jpg,0.47138768,0.68700534,0.0,3.5419557,0.16876808,-2.589233,1.143846,1.6407763,2.2309232,5.058539,2.3919823,3.0641236,-1.7597347,1.0744772,1.2831438
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0067_0_4732.jpg,0.39043564,0.59978706,0.0,3.9159994,0.104831666,-1.1711705,-1.671334,-2.178217,0.016188404,6.7649736,-1.7433376,4.740483,-1.1549704,-3.0315228,0.9915378
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0067_0_7029.jpg,0.42376775,0.70527464,0.0,4.633273,0.089050874,-3.8775592,-0.31281,1.5941383,0.005448621,8.078026,4.332923,3.5843356,-3.977797,0.15025514,-1.3885821
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0067_0_7992.jpg,0.39539093,0.6166102,0.0,4.3661733,0.102401435,-0.9782066,1.830784,-1.9053929,0.12646632,6.5060525,-0.89492476,2.8413868,0.14375807,-0.7046632,-0.37766555
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0067_0_8700.jpg,0.3994828,0.6436309,0.0,4.112481,0.096443325,-3.8841896,0.82111305,2.6249897,0.99427617,6.4460177,1.6599747,1.6180736,-1.9580916,0.3045339,-0.9024436
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0067_0_8859.jpg,0.42010403,0.6509939,0.0,3.5963237,0.10248737,-1.3981943,1.5553218,-1.1499233,1.5559566,3.7995367,1.805782,5.0239296,0.11047121,1.5702262,0.08737115
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0069_0_3435.jpg,0.56498486,0.6604239,0.0,3.818939,0.31245947,2.0576916,-4.812346,-3.3583066,6.5870275,3.9345255,2.341495,0.95500875,1.8649776,3.0991738,1.7893614
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0069_0_3759.jpg,0.50638956,0.6921933,0.0,4.321767,0.20390198,-0.074017145,-6.0369644,0.8379209,5.606086,4.125294,4.049578,-0.68398833,2.2503862,3.5107393,-0.4554083
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0069_0_3919.jpg,0.46729502,0.62692815,0.0,3.5912275,0.1935234,-1.0456376,-6.5386567,-4.3387103,2.2099175,5.712578,0.7854644,2.1786077,4.1547995,0.7087283,1.1695043
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0069_0_4842.jpg,0.4362112,0.5839089,0.0,3.5251,0.19243391,-0.6662911,-5.8115206,-2.8854678,1.3297476,2.1789541,-0.007209196,3.8519454,3.5292606,2.4384356,1.649719
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0069_0_5042.jpg,0.48186368,0.62487763,0.0,4.555458,0.22690825,0.8789648,-7.894498,-3.3081381,2.6979413,5.4075203,1.4826747,-0.34141174,2.8728573,1.7738407,0.6857174
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0069_0_5415.jpg,0.50022274,0.6421569,0.0,3.7451348,0.22843817,-0.053092975,-3.2069936,-2.720598,3.836693,-1.2813234,1.1858714,5.464606,0.4211548,5.9024596,0.20882978
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0069_0_5474.jpg,0.4277486,0.57854563,0.0,4.0063605,0.17806,-0.30240437,-6.2600226,-0.83202285,1.1449374,2.3293033,1.2496336,3.9533124,1.5923318,3.7291126,-0.15112562
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0069_0_6539.jpg,0.44118303,0.6239644,0.0,4.7968316,0.16358529,-2.7409477,-5.469513,-2.0580301,2.7573485,4.3075013,0.627557,1.3771312,2.4261491,3.0393343,0.49835902
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0069_0_9749.jpg,0.4792138,0.6125982,0.0,3.7734,0.22842617,0.22372693,-6.642149,-2.6637535,2.5077164,4.411807,1.4294598,1.763255,2.5852153,1.1143922,1.9126717
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0069_0_9830.jpg,0.52155447,0.61617666,0.0,3.9431438,0.27442253,0.9815916,-9.58712,-3.787591,1.8957992,7.1207714,1.8304582,-1.5915186,2.6547523,0.19872968,-0.59628344
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0071_0_1775.jpg,0.52150565,0.66025716,0.0,4.028274,0.2395426,-0.23677664,-4.6417365,1.8038107,2.1295636,5.764756,1.4512016,-0.33912644,-1.4939396,-1.0879569,1.6717836
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0071_0_2091.jpg,0.42181072,0.58756614,0.0,3.8068178,0.16341898,0.47410393,-3.6787271,-5.9937572,0.64148295,6.967724,-4.532856,4.2934074,-1.3666301,-0.7754059,2.292426
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0071_0_2705.jpg,0.49236172,0.61026996,0.0,3.7149565,0.23124383,1.6956221,-1.9499086,-3.170156,0.83875656,6.594396,-1.4184268,1.7057179,0.30238336,-1.7249099,1.618836
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0071_0_3834.jpg,0.39065823,0.6094107,0.0,4.533157,0.1068517,-2.6472077,0.69022024,-0.04672667,0.33771464,8.474484,-1.483531,3.133062,-2.0765517,0.03580312,-0.5713129
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0071_0_4376.jpg,0.39028844,0.6071773,0.0,3.7850246,0.10365003,-4.2968154,-1.1394076,2.0460515,1.1933618,5.2625527,0.7198732,-0.11388486,-0.36504456,3.1038451,-1.4221752
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0071_0_5019.jpg,0.44472247,0.6557041,0.0,4.161413,0.13400875,-2.985551,-1.1070473,-1.1113188,0.0714441,7.611007,1.4889216,4.7830706,-0.5876926,-0.016000042,1.2203504
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0071_0_5574.jpg,0.44960108,0.6165944,0.0,4.3256636,0.1873557,0.16880858,-2.856086,-4.1342006,2.7899892,5.971703,-4.2378583,3.5704181,0.24116679,-0.47058398,3.0596037
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0071_0_6064.jpg,0.5083954,0.6823744,0.0,3.994804,0.20814842,0.21512176,-1.3025056,0.76531935,3.336347,7.7345557,-0.013770768,0.70089316,-1.088034,2.2207122,3.048435
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0071_0_617.jpg,0.46581572,0.64097923,0.0,3.9592314,0.1637243,-0.4871527,0.28576723,1.4004532,1.2540876,5.2141404,0.6304707,-0.34490588,0.63967913,0.78225994,-1.1114978
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0071_0_9883.jpg,0.43388972,0.6043088,0.0,3.878254,0.1718581,-2.19148,-0.77416867,-1.5809785,0.19147776,5.8993306,-0.12408654,1.8379905,-0.5658742,-0.73761135,-0.41906342
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0084_0_1284.jpg,0.4694777,0.5953567,0.0,3.6933205,0.25347537,5.7707324,-1.9949673,1.0716504,-2.236765,1.4163425,-4.240768,-0.6767037,-2.1547792,3.5451152,3.779297
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0084_0_2461.jpg,0.42280787,0.6369977,0.0,4.1605873,0.14086482,1.5050185,5.132308,4.707897,-4.1640863,1.8252499,-0.6935368,-2.7471268,-2.833458,2.3745823,-0.04473529
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0084_0_2518.jpg,0.4911314,0.5892089,0.0,3.378819,0.27112126,9.299295,-3.1142404,-1.5345558,1.0057983,1.0011194,-5.671987,-2.7299323,-0.02829486,2.2155452,0.9025428
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0084_0_4562.jpg,0.47825232,0.59330374,0.0,4.027858,0.25651696,6.872209,-2.0788333,-0.34700847,-3.803964,0.57860243,-3.2853546,-0.3991947,-3.225537,1.6570979,2.2896628
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0084_0_972.jpg,0.4379754,0.6201538,0.0,4.1604934,0.18480831,4.887006,2.3906286,3.9315047,-5.920057,1.8077428,-1.4082766,-0.5185194,-2.5481827,3.4370146,1.1057022
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0091_0_1188.jpg,0.40347737,0.63241464,0.0,4.486827,0.12484151,0.92141414,0.6626158,0.5768876,-4.2141156,0.8689429,-1.3151122,-0.4995057,2.406833,-2.741505,0.30141976
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0091_0_1954.jpg,0.39936337,0.65076214,0.0,4.735744,0.0989822,0.1683186,-0.77945995,0.7427463,-0.65837634,3.7247179,-3.1314833,-7.4767714,2.9060826,-2.47814,-2.8204308
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0091_0_2832.jpg,0.39468476,0.59672916,0.0,3.890096,0.12693463,-1.1569933,1.3539253,-1.9800222,-1.8469994,5.1243467,-2.0888906,-2.414234,3.785671,-0.18012738,1.1000636
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0091_0_3049.jpg,0.40407792,0.6103671,0.0,3.681959,0.12883574,1.939165,-0.35168353,-1.8874269,-2.3953683,3.707404,-3.353136,-2.795439,4.1455116,-2.3711498,1.0919695
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0091_0_5185.jpg,0.4411005,0.61318374,0.0,3.96423,0.17788741,4.0018907,-1.1451949,0.2191299,-2.0556922,3.0839353,-2.8900428,-1.8062007,3.2213748,-2.320628,-1.640732
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0091_0_6024.jpg,0.5423869,0.6294715,0.0,3.9804099,0.3138442,8.293997,-2.6891704,-0.7950949,0.88802445,-0.41466036,-3.2791345,-2.670385,1.5483822,0.9654934,0.24982022
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0091_0_6103.jpg,0.39218673,0.5582561,0.0,3.718527,0.12868927,0.61627287,-1.5410612,-0.9638245,-0.5204896,3.9572954,-2.878885,-0.9997982,2.0732841,-2.665876,-0.75945824
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0091_0_7459.jpg,0.43987823,0.62392336,0.0,4.1121697,0.17957065,-2.2392972,-0.97552043,0.0536536,-0.84027016,6.1566424,0.7462405,-1.61829,3.0722618,-1.1619538,-1.1753913
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0091_0_873.jpg,0.411341,0.6296137,0.0,5.1254435,0.13439247,3.0114067,0.003982168,2.1219618,-4.482854,-0.03103786,-3.5710375,-0.1282886,1.469057,0.031388316,-0.3799228
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0091_0_8993.jpg,0.53918093,0.63540995,0.0,3.8096714,0.28710246,8.745673,-2.8019435,-2.3291605,2.122056,1.1902152,-4.9743958,-4.093456,1.6525769,1.7519737,-0.6452253
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0094_0_4178.jpg,0.50017136,0.69203347,0.0,4.199972,0.2021727,-1.2092794,0.49515218,1.7363777,7.451518,3.3986993,-3.0521226,-0.9677988,-1.8149585,5.998242,3.616126
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0094_0_6931.jpg,0.39404792,0.66286296,0.0,3.8983195,0.0952283,-5.415278,3.2661476,4.9461813,4.0367293,0.657836,-0.77723455,-3.5795004,-0.66690564,2.764746,-3.0347896
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0094_0_7347.jpg,0.46260604,0.6919511,0.0,4.1795344,0.16411674,-0.06223628,2.6973562,4.299304,4.834038,3.6201265,-1.6848458,-4.248143,0.7543509,5.76998,0.7264781
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0094_0_7628.jpg,0.38997385,0.6773306,0.0,4.592418,0.09586018,-2.478472,3.9128706,4.8277273,5.086022,3.2422147,-2.6238797,-3.3654065,0.7127913,4.217674,-2.3920116
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0094_0_7681.jpg,0.5315727,0.67449826,0.0,4.551043,0.28920025,2.9781508,2.3680725,2.2139578,7.367909,1.734197,-1.9218782,-2.5781786,-2.5924385,4.418286,1.0493618
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0095_0_6060.jpg,0.44748813,0.7203062,0.0,5.047047,0.12012866,-1.5872276,5.149241,4.5881934,2.2380323,7.4025445,-0.10577952,4.068777,0.8182211,-2.2827334,-0.8620209
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0095_0_6708.jpg,0.416109,0.63232136,0.0,3.9988155,0.13938482,-0.6932533,1.6663933,2.8391314,4.3823767,6.852327,-5.209235,3.266309,-0.35605523,-0.84956974,0.020816019
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0095_0_7099.jpg,0.48691836,0.71173674,0.0,4.830614,0.15982412,-1.3205639,1.9976109,1.1145006,5.7307506,5.9532757,-1.8604292,3.1451101,-0.38581502,-0.5530889,-2.8561933
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0095_0_7454.jpg,0.34413475,0.68449235,0.0,4.3625484,0.034466695,-6.3616786,6.840704,5.340126,0.21498087,3.8364007,-1.6931785,-1.14866,-0.681199,-2.4458797,-4.0744886
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0095_0_7675.jpg,0.312867,0.6104766,0.0,4.0988064,0.030681614,-4.6935453,4.3658295,3.891541,-1.2603625,4.2107296,-5.1459866,-0.19670235,-1.8290739,-2.9401648,-2.657519
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0097_0_1925.jpg,0.43135548,0.63596666,0.0,3.9319012,0.17651068,0.9501713,1.92859,-0.32138422,3.5388079,6.165685,-5.5572495,1.641394,-0.5747614,-2.5722024,0.52352935
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0097_0_2353.jpg,0.46956483,0.67217046,0.0,3.7498758,0.17142643,4.1042523,2.7081516,-2.6358304,3.6586392,5.518752,-4.3759127,1.3013022,-2.3908546,-1.5527446,-2.9187946
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0097_0_6196.jpg,0.51046705,0.69683295,0.0,4.294311,0.22963308,3.0681052,6.617074,0.4256737,6.5111575,2.6737475,0.82732594,1.2474763,-2.3455706,3.4194758,0.5557704
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0097_0_6662.jpg,0.37363017,0.63456154,0.0,4.0807734,0.09061542,-3.2942293,3.0292675,4.052011,3.1635041,4.5853662,-3.8121073,3.5640662,0.5977904,-2.6075642,-1.7169625
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0097_0_910.jpg,0.38671696,0.72527665,0.0,4.8291287,0.040813893,-5.2299585,6.8492403,5.56395,0.69365364,5.2630706,-1.1024061,-2.4121857,-1.800817,-0.5881904,-3.200454
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0098_0_1926.jpg,0.53346,0.6960148,0.0,4.072872,0.23479503,8.191294,0.08260855,-2.3566926,5.5823674,3.762213,-5.939272,-5.711228,0.8817516,2.4775486,-1.2021784
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0098_0_2450.jpg,0.3979478,0.62237227,0.0,3.9467263,0.12566489,0.4587199,2.169245,1.113195,-0.84461397,5.104858,-5.9500136,-0.7932196,0.40442356,4.0414286,0.9653282
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0098_0_2478.jpg,0.40435553,0.6056786,0.0,3.7486,0.13886985,1.0739666,2.5801,-0.33776662,-1.6475693,4.688798,-4.453857,-1.5768534,1.3975961,3.3223324,0.64006215
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0098_0_2973.jpg,0.46417657,0.61334825,0.0,3.79316,0.21309881,2.3896265,-0.5293541,-0.2762681,2.4866648,2.7902195,-6.4998307,-3.0231457,0.5379314,2.1827464,-1.0993183
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0098_0_321.jpg,0.44360223,0.60076815,0.0,4.056225,0.20943916,2.6085837,0.9862677,-0.042976994,2.7251909,3.363072,-6.678227,-2.5625334,-0.20135084,3.49376,0.2513295
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0098_0_3269.jpg,0.5459687,0.67103386,0.0,3.867907,0.2897808,7.506656,-0.4697007,-0.8277591,4.3062887,5.207006,-4.4268427,-5.7114635,-1.1305318,5.2987404,-0.8906447
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0098_0_4868.jpg,0.39819804,0.58555377,0.0,3.6073933,0.11738505,1.5228561,1.5688883,1.208854,-0.5413554,4.680449,-2.8767395,-4.492981,0.03799608,4.3763876,-0.42871362
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0098_0_6297.jpg,0.38910088,0.59500897,0.0,3.50033,0.13662317,0.021514706,2.0689874,2.1747887,-1.112721,4.8089323,-4.324489,-1.1525042,1.0530013,4.5951104,1.6205095
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0098_0_7985.jpg,0.46600586,0.5881046,0.0,3.2115824,0.23104624,5.096722,-0.6485758,-0.41219234,0.93209404,4.767769,-5.306297,-2.8769703,-1.9851608,2.695125,-2.1780627
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0098_0_8622.jpg,0.4045787,0.60887796,0.0,4.793762,0.13077445,0.72717106,3.2738602,-0.4928006,-1.102088,5.0942326,-3.5570033,-3.2137048,0.8493169,3.0024278,-0.4246529
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0099_0_1836.jpg,0.35064498,0.5837239,0.0,4.1204677,0.07682086,-0.13966855,-0.5041303,1.3353016,-2.2912412,4.941225,-5.9459467,-1.8816136,1.7518209,3.4650822,0.6722805
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0099_0_4424.jpg,0.42415342,0.5948474,0.0,3.79657,0.18325609,1.9011047,-3.175227,-0.42622432,-2.9912057,5.2761455,-5.8281507,0.50307804,-0.33134314,2.8410397,1.1643989
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0099_0_4525.jpg,0.41159734,0.5784181,0.0,4.1818275,0.1719729,0.908491,-3.4115415,-1.6750469,-0.5003509,3.8282952,-5.1202283,1.8198103,0.462993,6.406034,2.681264
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0099_0_7279.jpg,0.423832,0.61428446,0.0,3.8344347,0.15638569,1.9968565,-0.9534675,-1.5541432,-1.8373116,5.607903,-5.3899364,3.6950958,1.8739578,4.4193482,2.444254
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0099_0_9889.jpg,0.40613517,0.6276092,0.0,3.800628,0.1305154,2.7380354,-1.6453732,-2.6671314,-2.341509,5.818078,-5.482004,0.87408465,2.457136,4.890774,2.4342327
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0100_0_2300.jpg,0.37304026,0.6398948,0.0,4.6435122,0.08911515,0.012650359,3.2271037,2.373945,4.1363764,4.256349,-6.5697117,2.3492002,1.0139065,0.44569072,-0.20193091
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0100_0_5163.jpg,0.38237125,0.7170617,0.0,4.6513705,0.061221745,-5.097563,6.479503,4.1907916,5.549916,3.4499738,-1.4137444,4.1637344,-0.87977535,1.1821156,-0.90011257
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0100_0_6091.jpg,0.42518172,0.7049331,0.0,4.3580995,0.083229266,-5.3600507,3.8744526,5.9127736,5.828927,5.207031,-0.26079327,-1.878298,-1.0989019,-1.2938346,-3.2658372
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0100_0_7573.jpg,0.36712018,0.7091226,0.0,4.4806914,0.04567095,-5.847461,5.6815743,5.5893207,2.2429194,4.7842345,-0.07244753,-2.3100414,-0.36338127,-1.7105991,-5.4000573
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0100_0_8419.jpg,0.4008449,0.67192775,0.0,4.3034806,0.09940661,-4.9553647,2.5597544,4.32942,5.5468783,5.0032125,-1.6475418,0.7278621,-0.4466589,-1.526187,-2.2968514
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0101_0_1497.jpg,0.53349257,0.7432469,0.0,4.7899237,0.21771371,5.1413302,1.7888756,-1.6009927,8.315361,5.912491,-3.9155502,-0.1127502,-0.29805145,-2.4982429,-1.6521664
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0101_0_2135.jpg,0.4533128,0.77463263,0.0,4.450332,0.101093374,-5.43542,5.149243,7.9890637,7.173644,4.4881454,2.2249463,-0.09182179,-0.58248734,1.0091721,-3.6110775
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0101_0_2235.jpg,0.5793561,0.7427635,0.0,4.274439,0.25922936,5.109583,3.6211505,0.37542337,7.903103,7.4041505,-0.8123133,2.9498127,-2.7906063,-2.2089624,-0.17793301
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0101_0_2306.jpg,0.42768326,0.70727146,0.0,4.937957,0.1092435,-5.453017,3.6987655,4.9549475,4.240631,6.858919,-0.19010554,2.6754906,-0.7674089,-1.7691233,-1.7392201
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0101_0_3992.jpg,0.41229177,0.6761883,0.0,4.37621,0.12851843,-2.3394644,5.6090074,3.5128794,4.118194,5.319259,-1.447773,1.5385323,0.3299011,1.2764163,-1.4775141
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0102_0_2632.jpg,0.46627456,0.69044924,0.0,4.0711975,0.1602625,2.0499578,3.8557737,-0.007984432,3.8322308,-4.1936455,-0.8537487,3.6448858,2.2398536,-2.8378031,-0.16140534
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0102_0_3115.jpg,0.44199735,0.6859077,0.0,4.064608,0.13220403,-3.088837,1.9157438,3.9793162,3.6458366,0.9803446,1.4217563,-2.3630114,-0.178943,-5.6139193,0.8247005
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0102_0_3432.jpg,0.36496112,0.66749674,0.0,4.350933,0.054443136,-6.1775494,4.7297473,2.4604778,1.770796,0.920683,0.03000507,4.2901917,-0.5686869,-4.6605186,-0.62267745
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0102_0_3928.jpg,0.38235548,0.6778374,0.0,4.226449,0.07087855,-0.36741424,6.9510064,2.0479834,-0.53787047,-1.7780721,-0.613283,5.212787,3.3381534,-1.7575511,0.077176854
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0102_0_9627.jpg,0.37487656,0.70957327,0.0,4.818713,0.062476724,-5.2289386,4.9796686,5.2691913,2.1790972,0.4244665,0.8655646,0.33038208,1.139535,-4.8558364,-0.4210588
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0117_0_1385.jpg,0.45670182,0.63391775,0.0,4.106561,0.18980803,4.776622,-3.536542,2.696186,2.2577736,-6.3922544,-2.0947165,1.1758422,-0.74175525,0.23438126,0.22647567
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0117_0_4112.jpg,0.37731856,0.6204354,0.0,4.1366963,0.09664147,0.5645944,2.3165066,2.9083195,-0.6671331,-3.6549623,-3.5603275,3.1904976,0.84561646,0.8937891,0.9031675
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0117_0_4351.jpg,0.3992371,0.6156193,0.0,4.412388,0.1346562,-2.3655994,-4.571786,6.1575413,1.1570671,-0.39571494,-0.4722776,-1.6181805,0.08656404,-1.4511269,0.14108339
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0117_0_5877.jpg,0.45682973,0.6462476,0.0,3.842872,0.184822,4.183208,-1.015823,1.7720164,2.1184459,-5.2514043,-2.066504,2.1771362,1.5170224,-0.33884388,2.0094976
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0117_0_6188.jpg,0.45303726,0.625893,0.0,3.9880202,0.19177783,1.2770977,-5.193465,6.591848,2.055646,-2.125541,0.9958327,2.1495748,0.71097714,0.28814954,-0.05904518
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0117_0_6755.jpg,0.40980616,0.6271697,0.0,4.000745,0.13939837,-1.4413071,-4.7143717,8.389547,-0.78211975,-0.97636104,0.23041554,-0.8223633,1.1770945,-0.87020886,1.3847026
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0117_0_7631.jpg,0.48027715,0.63502216,0.0,4.3524795,0.23614389,1.5461316,-7.085054,5.4158998,2.7699988,-0.792742,1.2232183,-0.7256337,-0.47407666,-3.1778176,3.2154632
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0117_0_7832.jpg,0.4791108,0.6311266,0.0,4.427378,0.23245746,3.6617875,-5.3259177,4.9685926,1.7211889,-3.470377,1.4823576,1.6668711,1.0015289,-1.3119224,3.4943254
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0117_0_8129.jpg,0.42462903,0.5911985,0.0,4.154642,0.17367262,1.7426927,-4.6046667,2.946664,1.0359849,-3.3543668,-2.330882,1.9294521,1.4542053,0.19194587,2.6846087
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0117_0_9915.jpg,0.48817688,0.65861934,0.0,4.3634152,0.22533119,2.4580114,-2.204246,5.4491696,2.952919,-0.9167815,0.8158269,-2.4225874,3.4278042,-1.1642684,2.9853575
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0119_0_1152.jpg,0.40185046,0.5748056,0.0,4.0377364,0.15749574,1.1393714,-6.0737157,3.979568,-0.11889596,-4.064264,-1.6121265,0.8152772,0.26622257,-1.694564,1.4348209
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0119_0_1439.jpg,0.48536,0.6192606,0.0,4.0124717,0.23726468,0.6966102,-5.4628134,6.1597815,2.9915628,0.0023295246,1.5501951,-3.513979,-0.43210438,-2.016907,-0.24949235
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0119_0_1823.jpg,0.46475974,0.650627,0.0,3.8161461,0.19696224,-0.12947409,-5.870698,7.7057037,2.4626615,0.04803663,1.3197345,-3.105278,-1.5997158,-2.3214765,0.32852387
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0119_0_2462.jpg,0.4842432,0.62718654,0.0,3.9350834,0.23105581,3.9859493,-4.3553557,1.8997343,2.1547434,-2.048182,-1.515678,0.45120323,0.39755675,-2.0558171,3.2388234
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0119_0_5007.jpg,0.4700207,0.65310663,0.0,4.3538384,0.19021761,-0.16250218,-5.739019,6.2390227,1.1228607,-2.2100673,2.482921,1.6917797,-0.8355754,-1.4996696,3.0218081
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0120_0_2955.jpg,0.42765054,0.60262555,0.0,4.2679186,0.17347273,3.001637,-4.823119,5.5904555,-0.4206902,-2.244716,-1.1556404,1.914466,1.8274635,-1.1260756,1.9524051
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0120_0_3054.jpg,0.41051865,0.5890163,0.0,4.332674,0.15446493,-0.056929633,-5.583466,5.521275,0.8284668,-2.4166608,-0.58737135,0.28312677,-0.2169072,-0.74141735,0.012350492
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0120_0_461.jpg,0.43103418,0.64748,0.0,4.720433,0.13583094,-2.2018867,-6.1322236,9.130333,1.1713407,0.8387783,3.0937588,-0.37324184,-1.0052276,-0.16220096,-0.7337955
moyen,1,data/augmented\moyen\aug_IMG-20250224-WA0120_0_5369.jpg,0.47904634,0.6132407,0.0,3.8889914,0.23822808,0.12612014,-2.9935591,2.4153209,5.1636477,-2.4482393,0.04739654,-2.7021146,0.499699,0.26501587,0.97705376
